hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,power_W,condition
15.74,121,863.14,13.29,41.69,77.9,2.66,366.09,7.695,2802.62,normal
11.73,226,1000.0,17.11,46.76,66.94,1.21,359.52,8.61,3076.1,normal
8.43,105,567.72,32.86,51.01,82.61,1.86,353.21,4.988,1718.7,normal
8.19,260,488.32,23.34,36.1,24.0,0.24,369.22,4.491,1674.94,normal
9.5,349,610.41,20.97,40.24,61.79,1.33,366.75,5.41,1961.59,normal
13.69,255,1000.0,17.48,49.63,59.83,3.57,350.84,7.439,2612.46,suciedad
16.0,207,859.49,21.67,46.56,22.5,9.19,361.34,7.509,2726.24,normal
15.24,28,805.31,16.59,41.13,55.95,9.9,361.75,3.446,1207.14,sombreado_parcial
9.92,170,806.9,37.55,62.78,62.67,2.43,343.68,7.075,2401.16,normal
19.37,336,146.91,24.87,29.81,33.39,2.8,21.71,0.211,4.89,falla_inversor
16.33,76,716.59,24.65,46.63,39.13,0.62,354.0,6.272,2233.07,normal
13.76,116,1000.0,28.53,58.02,64.82,3.57,347.4,6.983,2456.39,suciedad
14.56,69,922.73,30.77,59.53,52.78,0.22,348.03,8.195,2830.26,normal
11.87,354,902.21,30.68,56.39,80.06,1.01,353.9,7.68,2754.28,normal
9.47,234,732.62,31.44,53.99,43.97,3.31,354.11,6.297,2232.23,normal
10.98,1,811.12,21.21,45.9,38.67,1.11,361.96,7.005,2551.82,normal
16.61,167,789.8,23.21,47.69,88.94,0.15,354.13,7.021,2461.61,normal
6.2,352,27.52,29.61,29.64,83.78,5.35,374.99,0.407,118.05,normal
7.63,218,397.64,21.84,32.0,22.03,1.11,376.99,0.879,363.31,falla_panel
6.64,273,137.46,24.97,28.72,73.95,0.2,378.47,1.232,464.55,normal
6.57,251,110.06,27.39,32.23,27.72,0.23,372.11,1.068,392.24,normal
17.98,347,395.09,29.71,43.95,21.92,0.87,362.23,2.958,1076.82,suciedad
15.85,344,736.95,14.33,41.02,39.16,0.59,366.74,5.023,1853.81,suciedad
12.64,174,1000.0,29.29,63.08,38.85,4.47,345.74,8.757,3000.61,normal
7.37,170,362.28,23.6,33.12,77.35,1.16,372.03,2.422,910.77,suciedad
12.88,246,1000.0,29.24,59.88,69.75,4.9,346.37,8.873,3039.09,normal
12.63,90,993.85,29.66,60.69,88.71,0.57,346.98,8.42,2932.96,normal
8.42,49,484.97,34.65,49.67,69.81,2.04,358.51,4.157,1476.53,normal
12.07,294,904.36,33.12,61.49,49.28,3.49,344.55,7.929,2717.64,normal
11.58,150,1000.0,33.08,67.94,68.92,3.17,335.51,8.588,2892.45,normal
14.62,132,1000.0,33.66,63.29,89.96,2.76,343.47,8.634,2995.92,normal
14.89,59,893.6,26.75,53.6,69.71,7.76,350.3,7.676,2703.89,normal
6.63,324,85.36,25.19,30.33,73.32,0.78,378.81,0.448,191.9,sombreado_parcial
11.24,199,990.75,30.24,60.27,85.69,2.04,344.58,6.764,2316.41,suciedad
14.76,215,975.66,29.39,60.47,27.96,6.46,346.07,4.733,1644.38,sombreado_parcial
13.04,49,972.83,23.15,55.1,69.33,0.24,349.99,5.921,2048.13,sombreado_parcial
17.99,232,435.29,27.43,41.76,79.56,0.17,363.04,0.47,160.28,falla_panel
15.22,247,905.97,24.79,53.39,86.81,0.8,354.7,1.053,376.94,falla_panel
8.28,239,506.53,19.88,37.11,34.77,3.01,370.6,1.826,675.21,falla_panel
6.99,168,262.7,32.74,39.61,55.28,0.9,367.43,2.342,885.04,normal
14.99,48,866.29,25.33,51.66,67.64,0.63,356.61,7.682,2743.01,normal
6.37,51,81.63,37.29,40.65,37.32,1.84,364.08,0.358,127.8,sombreado_parcial
14.2,299,896.16,15.25,40.15,62.03,2.85,363.42,7.98,2907.09,normal
19.16,98,155.32,21.66,28.64,38.03,0.86,375.05,1.342,513.71,normal
14.06,216,1000.0,25.2,56.9,43.34,1.07,350.56,8.571,2987.01,normal
11.43,177,1000.0,31.82,63.3,50.91,2.85,35.79,1.962,71.9,falla_inversor
15.01,80,868.88,27.4,52.1,57.04,8.74,351.78,7.571,2652.94,normal
12.42,185,1000.0,26.86,56.18,51.46,3.37,349.67,8.77,3047.28,normal
13.64,27,916.51,18.24,46.28,54.52,4.58,359.24,8.024,2873.6,normal
19.18,195,206.42,18.06,25.72,40.9,1.37,377.77,1.527,599.58,suciedad
11.41,214,986.28,26.94,54.64,31.13,0.95,353.03,8.532,3010.07,normal
19.46,342,98.23,16.82,21.07,23.31,1.82,385.73,0.973,358.19,normal
18.67,114,272.44,21.81,29.78,33.72,4.94,6.76,0.763,5.26,falla_inversor
8.74,242,624.53,28.01,47.19,60.74,1.83,362.87,4.294,1573.59,suciedad
6.97,124,205.04,19.11,25.89,75.03,5.63,380.73,1.483,581.35,suciedad
7.41,305,301.39,34.63,44.45,31.85,13.47,8.82,2.09,18.28,falla_inversor
6.26,76,56.12,32.34,33.03,27.6,0.22,373.79,0.465,180.13,normal
7.32,311,296.49,15.57,25.77,72.45,0.14,375.35,2.328,885.6,suciedad
15.56,312,760.22,19.41,39.68,41.36,0.49,367.37,6.525,2435.58,normal
7.0,196,243.21,11.29,18.21,86.6,1.46,387.18,1.658,607.11,sombreado_parcial
10.47,351,724.47,20.3,43.17,70.0,0.42,362.89,6.386,2323.28,normal
17.83,44,402.31,29.6,41.65,42.87,6.14,362.62,3.525,1263.31,normal
6.33,186,92.04,22.52,22.65,40.27,0.07,383.82,0.879,311.77,normal
17.4,343,460.62,27.76,43.3,56.66,1.14,360.64,4.319,1496.26,normal
9.95,246,791.35,15.87,38.72,25.54,0.61,369.07,7.201,2645.09,normal
7.65,84,385.48,29.79,41.73,28.24,8.04,365.31,2.368,858.9,sombreado_parcial
15.75,207,896.48,21.67,49.91,32.31,3.32,357.19,4.971,1803.16,sombreado_parcial
14.81,151,992.16,25.07,56.11,74.23,7.29,348.48,8.424,2970.91,normal
18.28,156,379.99,24.44,38.07,55.97,10.76,366.28,3.204,1217.22,normal
16.29,16,683.71,17.37,38.66,20.74,2.06,364.05,3.822,1394.39,sombreado_parcial
17.25,165,663.3,18.08,39.45,67.15,0.8,367.95,2.795,1046.82,sombreado_parcial
9.95,145,831.01,30.81,56.69,49.66,0.65,349.97,7.2,2528.29,normal
8.48,37,477.27,27.39,43.23,55.76,0.76,361.61,2.851,1004.87,sombreado_parcial
16.51,333,629.12,31.3,53.05,34.99,3.7,353.08,4.647,1631.79,suciedad
17.3,45,549.39,26.95,44.32,58.62,0.12,363.74,4.807,1748.76,normal
19.87,206,56.86,25.86,28.81,88.54,0.16,374.1,0.581,213.8,normal
11.78,62,908.41,14.64,45.21,25.14,2.81,359.92,7.765,2807.17,normal
11.21,356,798.33,23.38,50.36,39.87,3.08,352.75,2.284,814.19,falla_panel
16.87,308,647.28,24.84,44.49,37.01,3.28,359.38,5.791,2106.09,normal
10.77,19,797.85,36.72,63.21,37.4,1.4,343.2,6.883,2348.94,normal
19.03,365,199.7,29.12,35.74,46.51,4.92,371.97,0.408,118.75,falla_panel
18.02,300,390.56,34.22,48.1,77.27,2.29,359.34,3.45,1215.25,normal
12.01,7,892.27,28.59,57.32,83.9,0.33,351.27,4.329,1520.35,sombreado_parcial
16.51,249,740.61,20.73,44.29,34.16,4.79,363.0,6.509,2345.25,normal
16.56,117,744.39,25.7,49.62,58.01,9.18,19.79,5.409,106.5,falla_inversor
7.44,68,346.62,26.42,37.63,64.58,0.19,371.39,2.664,986.25,suciedad
18.64,34,273.4,19.37,28.35,56.53,1.49,378.3,1.474,550.92,sombreado_parcial
13.07,194,1000.0,22.69,53.71,50.39,2.01,356.32,8.587,3083.35,normal
17.57,325,477.58,23.77,38.31,33.44,0.48,370.7,4.32,1610.3,normal
10.48,55,818.48,34.63,62.86,54.18,6.07,343.85,4.432,1535.61,sombreado_parcial
18.54,266,324.98,12.52,23.39,48.09,1.0,380.55,2.964,1156.63,normal
11.45,42,857.14,32.23,58.16,75.69,4.58,344.03,4.544,1553.34,sombreado_parcial
6.15,297,38.39,19.38,20.16,73.45,3.34,384.93,0.245,80.64,sombreado_parcial
18.68,231,300.52,16.77,27.74,29.38,2.73,377.32,1.923,773.36,suciedad
7.28,10,244.84,32.08,38.63,26.2,0.64,365.78,2.153,787.85,normal
10.47,358,759.73,29.39,50.91,83.57,0.75,354.39,3.301,1175.76,sombreado_parcial
19.3,128,148.5,32.53,35.06,57.49,0.15,371.49,1.135,433.27,suciedad
19.31,179,147.16,29.8,31.81,80.05,0.83,369.76,1.3,511.23,normal
14.03,193,1000.0,37.36,66.66,24.07,1.27,342.98,7.254,2486.8,suciedad
14.85,92,969.17,28.35,56.87,56.86,5.37,351.48,8.346,2932.99,normal
12.28,231,1000.0,24.06,57.39,57.76,1.37,348.52,6.93,2421.64,suciedad
10.1,78,791.22,27.06,51.71,80.25,4.21,354.47,1.372,472.14,falla_panel
10.6,85,852.64,32.46,58.56,26.83,1.74,348.75,7.329,2542.65,normal
15.42,30,734.2,20.32,41.1,36.83,4.61,366.33,6.304,2343.34,normal
16.53,213,740.06,21.09,44.0,48.46,11.22,366.01,6.433,2340.55,normal
17.08,49,592.32,23.15,39.05,80.61,0.82,365.6,3.338,1237.96,sombreado_parcial
17.05,265,630.06,12.37,31.51,85.72,5.95,376.55,3.398,1284.63,sombreado_parcial
7.28,145,320.9,25.83,38.95,89.49,2.92,366.3,2.956,1052.47,normal
12.92,69,984.19,13.68,45.44,87.14,5.1,359.79,7.612,2739.4,suciedad
6.81,58,199.27,25.32,31.23,20.42,3.16,373.56,1.637,592.36,suciedad
13.69,185,1000.0,30.19,62.49,23.34,1.65,346.55,1.441,503.85,falla_panel
12.18,62,974.9,22.14,51.82,30.33,0.78,353.37,6.2,2174.43,sombreado_parcial
18.43,308,313.44,35.06,43.66,44.42,0.22,362.49,2.719,986.51,normal
10.91,296,826.03,16.24,44.61,78.09,2.3,360.35,2.374,860.15,falla_panel
7.64,166,375.24,32.15,42.16,82.49,13.91,362.84,3.358,1216.05,normal
8.0,171,456.4,29.05,42.78,33.08,4.02,365.81,2.324,870.45,sombreado_parcial
16.66,63,674.61,14.7,36.24,63.38,1.19,369.3,4.252,1579.78,sombreado_parcial
14.66,147,1000.0,41.26,71.11,84.22,5.27,334.86,8.357,2788.06,normal
7.42,306,270.44,24.62,34.04,52.46,4.4,370.54,2.425,883.0,normal
7.18,161,301.15,19.74,28.69,27.25,0.99,377.06,2.601,997.98,normal
15.81,141,883.81,16.56,45.17,52.05,0.04,360.73,7.788,2778.35,normal
7.02,334,224.49,23.68,31.57,46.31,0.38,373.76,2.156,772.0,normal
17.51,97,556.45,24.24,41.26,60.44,6.29,363.96,3.548,1308.16,suciedad
15.89,221,834.51,25.62,54.26,50.71,5.43,354.29,7.253,2577.88,normal
7.14,43,239.28,23.21,29.69,21.21,1.05,376.69,2.169,817.73,normal
7.19,292,253.08,28.8,38.73,89.58,1.01,366.51,2.317,826.81,normal
19.81,108,25.52,22.67,25.23,58.05,4.72,380.04,0.279,95.08,normal
11.24,266,895.35,13.39,44.03,53.15,8.33,360.3,7.782,2809.18,normal
11.19,95,928.4,24.1,53.38,86.82,4.53,352.89,8.312,2955.63,normal
17.38,262,596.0,10.8,28.24,30.91,2.79,375.54,5.278,2018.73,normal
19.26,313,144.11,27.12,34.74,33.25,0.83,371.14,1.268,465.19,normal
19.8,71,67.94,19.12,20.75,76.56,2.24,383.83,0.665,220.47,normal
16.55,219,737.81,25.98,47.82,38.26,0.8,357.84,5.121,1832.52,suciedad
11.27,21,864.52,32.88,59.62,75.95,4.95,347.4,7.23,2504.59,normal
7.17,92,282.7,19.31,26.67,39.01,1.47,379.01,2.651,1000.86,normal
16.88,127,709.98,31.37,54.34,22.32,5.38,354.3,1.915,707.43,falla_panel
13.82,80,990.97,22.4,52.46,56.19,1.44,355.47,4.978,1741.52,sombreado_parcial
11.94,312,926.2,35.52,64.03,33.77,5.21,344.82,7.935,2749.66,normal
18.69,238,309.41,22.81,33.93,73.05,1.22,370.81,2.682,1009.27,normal
7.56,182,410.19,19.96,33.71,64.88,1.74,372.3,2.148,790.98,sombreado_parcial
12.9,25,886.2,29.12,56.84,84.65,2.87,353.22,4.87,1732.99,sombreado_parcial
6.16,156,46.07,22.39,24.08,74.81,0.22,380.68,0.381,169.95,normal
12.56,5,905.18,19.95,48.26,32.65,8.88,358.17,7.861,2798.17,normal
6.79,120,168.41,22.13,26.75,76.01,2.56,378.62,0.475,177.27,falla_panel
7.66,277,367.25,24.73,36.21,64.92,2.13,369.15,1.729,620.5,sombreado_parcial
7.65,18,299.48,33.05,43.15,66.83,5.49,365.34,2.637,969.96,normal
15.09,198,958.97,13.4,43.17,78.26,6.02,361.85,8.335,3024.26,normal
16.44,57,648.25,25.14,46.03,60.17,2.22,362.19,5.671,2049.44,normal
14.17,93,1000.0,28.75,58.74,52.62,7.86,349.48,8.399,2929.22,normal
19.47,19,103.64,26.16,28.49,64.56,0.2,376.56,0.113,54.58,falla_panel
11.25,353,874.7,32.86,59.09,40.86,0.36,346.79,7.487,2609.51,normal
10.0,193,870.65,24.55,50.91,32.78,2.72,27.03,0.998,25.75,falla_inversor
18.16,237,427.2,23.89,39.17,63.16,1.31,368.85,3.861,1417.95,normal
9.13,277,618.4,28.55,48.97,36.37,1.87,359.38,5.487,1966.99,normal
19.49,227,100.97,25.6,27.14,25.59,1.19,379.57,0.801,341.63,normal
6.17,233,50.49,22.66,24.89,20.04,1.56,379.93,0.339,124.06,sombreado_parcial
19.58,40,87.05,28.1,30.23,62.58,5.19,375.12,0.826,302.86,normal
6.6,323,96.72,21.08,23.08,45.35,2.7,383.07,0.383,152.84,sombreado_parcial
18.48,153,336.91,21.33,29.63,72.66,15.0,375.13,1.87,690.99,sombreado_parcial
13.39,127,1000.0,21.83,54.54,46.26,4.64,353.61,8.715,3093.81,normal
19.9,237,59.46,33.12,32.93,54.02,0.96,372.77,0.402,143.48,suciedad
7.03,55,264.45,5.67,13.86,48.5,0.92,392.61,2.379,964.08,normal
13.75,172,1000.0,27.37,57.2,65.54,1.23,346.58,3.639,1245.39,sombreado_parcial
19.57,109,103.88,25.21,29.62,44.93,5.56,374.4,0.868,339.61,normal
13.32,354,890.91,14.91,42.25,87.46,0.08,362.94,7.771,2812.6,normal
14.81,184,989.46,26.86,57.58,85.53,0.78,349.88,7.256,2516.87,suciedad
15.74,198,917.47,27.85,56.37,79.36,7.06,349.44,7.818,2714.61,normal
12.36,87,1000.0,28.54,60.24,84.42,3.06,350.88,0.957,328.07,falla_panel
14.79,201,983.17,9.09,39.83,51.44,0.77,363.47,1.812,643.66,falla_panel
14.18,337,870.94,33.2,60.35,57.55,0.74,348.46,7.744,2672.58,normal
18.62,322,270.45,20.57,28.25,71.95,5.95,379.38,2.491,942.8,normal
6.64,275,130.85,29.12,30.85,68.73,6.73,375.44,0.983,350.78,suciedad
9.93,211,856.01,29.45,54.52,82.35,0.89,351.33,1.861,674.52,falla_panel
19.31,118,138.36,19.74,25.14,70.14,1.64,379.83,1.207,472.25,normal
18.46,191,379.15,28.96,40.35,89.85,5.4,367.05,0.896,301.39,falla_panel
12.38,42,944.62,22.69,51.21,44.4,4.42,351.9,1.086,386.65,falla_panel
14.68,42,870.21,12.57,37.66,78.31,5.04,366.71,7.607,2799.26,normal
9.88,315,722.98,32.01,52.02,68.83,2.19,353.26,4.757,1685.65,suciedad
8.63,276,547.31,20.35,36.4,68.4,7.28,370.26,4.78,1783.1,normal
12.49,329,927.38,19.87,50.19,42.81,1.18,358.25,3.284,1179.7,sombreado_parcial
10.95,17,786.1,22.58,46.31,74.99,0.51,363.72,6.733,2468.05,normal
14.17,283,925.31,26.63,56.15,83.03,3.7,346.68,8.051,2800.94,normal
7.09,258,242.23,24.66,31.32,35.3,2.33,371.94,1.736,644.08,suciedad
19.64,63,24.59,28.29,30.02,63.78,5.78,374.55,0.267,70.56,normal
19.81,62,20.27,16.96,17.07,47.45,0.25,388.65,0.1,39.61,sombreado_parcial
15.77,100,823.55,20.55,44.43,89.27,5.57,363.07,2.849,1065.61,falla_panel
13.51,19,926.35,24.3,52.85,53.52,1.04,351.19,8.279,2889.87,normal
10.33,17,739.06,36.39,62.23,35.98,3.19,345.38,6.426,2205.42,normal
17.39,325,487.23,24.32,42.23,46.73,0.12,358.51,3.057,1110.29,sombreado_parcial
15.59,246,876.06,31.51,59.62,65.77,2.82,347.7,7.496,2592.7,normal
8.28,251,466.2,25.23,39.59,25.33,3.79,366.08,3.606,1322.36,suciedad
18.75,81,235.24,22.1,29.91,62.25,1.38,375.14,2.141,776.26,normal
17.52,39,487.53,23.52,39.23,85.19,0.73,365.7,2.915,1022.21,sombreado_parcial
19.3,36,117.31,23.99,27.6,79.53,2.31,377.35,1.05,388.82,normal
16.16,197,799.3,28.62,54.26,24.74,5.37,352.84,6.971,2446.24,normal
14.59,158,1000.0,33.25,64.81,89.54,1.17,345.5,8.772,3002.97,normal
11.86,204,1000.0,27.16,57.93,68.91,0.87,346.14,8.594,2958.03,normal
19.06,196,244.65,32.12,37.97,31.36,0.98,367.13,2.22,806.69,normal
18.12,216,459.96,19.21,32.89,20.87,8.94,373.58,2.546,953.28,sombreado_parcial
6.63,285,161.06,22.51,28.74,31.99,1.34,376.32,1.434,560.9,normal
6.37,196,47.7,20.65,22.1,78.67,0.01,383.01,0.453,178.72,normal
11.27,307,870.47,26.89,54.54,21.51,4.57,350.76,7.483,2629.06,normal
17.35,152,603.07,22.85,41.27,36.32,3.6,366.2,4.867,1781.85,suciedad
19.82,14,21.39,29.38,28.46,73.01,0.41,372.37,0.051,52.98,sombreado_parcial
8.11,325,426.31,19.41,32.38,61.03,12.58,371.01,3.909,1456.8,normal
14.32,146,1000.0,25.26,54.97,74.79,2.81,355.44,3.051,1089.06,falla_panel
11.33,57,859.88,29.12,54.36,72.23,2.08,349.65,0.962,360.73,falla_panel
19.58,211,114.36,12.61,17.99,23.54,1.44,384.92,1.057,399.13,normal
17.79,268,481.17,37.73,52.14,82.48,6.87,352.65,2.174,750.24,sombreado_parcial
17.74,210,527.29,23.3,38.67,35.89,0.84,365.93,4.653,1702.94,normal
12.56,17,889.59,12.85,43.08,58.74,1.01,362.79,1.137,434.88,falla_panel
11.81,286,941.33,25.95,56.59,65.1,0.39,352.15,4.589,1617.87,sombreado_parcial
9.83,344,696.1,25.2,46.4,31.8,4.27,29.99,2.538,75.03,falla_inversor
6.79,203,192.94,24.51,31.18,88.34,2.72,373.66,1.759,644.13,normal
18.11,99,402.01,30.95,43.16,54.17,2.82,366.25,3.419,1252.94,normal
17.38,279,530.48,29.48,45.02,24.03,0.74,360.14,3.355,1200.94,suciedad
20.0,209,17.71,26.79,28.05,85.61,3.16,377.21,0.097,48.5,suciedad
19.95,129,37.9,27.7,28.4,61.04,4.35,377.01,0.333,111.4,suciedad
13.78,335,884.94,24.37,52.14,68.94,1.33,355.91,1.276,461.3,falla_panel
16.77,288,630.49,35.65,56.89,56.76,4.85,347.4,4.738,1659.21,suciedad
19.23,252,172.52,16.12,22.88,78.43,1.29,379.96,0.738,262.25,sombreado_parcial
17.9,265,458.52,25.84,39.34,22.32,4.26,368.26,4.091,1504.08,normal
9.46,271,679.35,25.39,47.35,38.79,0.1,362.34,5.935,2148.86,normal
12.31,188,1000.0,29.88,59.44,52.88,2.4,346.56,8.611,2975.08,normal
7.81,214,447.84,19.94,34.61,25.36,10.47,368.35,2.338,862.56,sombreado_parcial
19.36,283,174.77,14.54,20.22,69.41,11.93,382.16,1.512,595.81,normal
14.49,211,1000.0,25.94,57.76,47.56,0.99,350.95,8.404,2953.4,normal
9.2,365,572.19,26.69,44.12,39.09,1.75,358.46,5.032,1830.54,normal
15.4,76,849.36,33.94,63.61,20.24,0.2,343.45,0.823,262.42,falla_panel
14.65,148,1000.0,17.38,47.28,70.39,6.2,358.49,8.877,3202.04,normal
11.01,321,845.99,31.93,59.82,78.37,2.52,345.57,7.357,2508.75,normal
7.59,213,376.61,39.2,49.43,47.65,1.46,355.08,3.248,1167.45,normal
15.4,109,883.45,22.73,51.1,59.5,0.36,356.6,7.597,2697.92,normal
13.28,129,1000.0,17.25,49.37,35.94,8.8,358.41,9.009,3195.14,normal
16.81,10,611.9,22.56,41.76,63.55,2.27,366.41,5.471,2000.0,normal
13.28,47,956.29,25.08,54.23,20.85,1.0,353.2,8.195,2900.03,normal
17.93,315,433.9,28.38,42.15,54.21,1.29,363.72,3.193,1160.8,suciedad
13.73,96,994.2,21.45,52.92,65.09,0.95,353.8,6.81,2424.64,suciedad
13.85,103,1000.0,34.33,68.27,84.27,2.76,340.88,8.299,2863.48,normal
18.27,342,305.99,18.31,26.57,46.69,7.98,375.1,1.519,558.43,sombreado_parcial
11.65,146,1000.0,14.56,44.98,73.56,5.83,361.91,4.569,1690.14,sombreado_parcial
7.88,27,338.18,31.64,42.64,61.84,1.85,362.09,2.264,844.56,suciedad
6.4,220,80.53,11.35,13.48,84.89,5.25,391.69,0.658,256.78,normal
16.57,18,665.9,23.78,44.43,47.89,1.65,359.48,5.765,2084.1,normal
14.68,167,1000.0,43.71,76.56,42.34,0.87,332.72,3.871,1279.69,sombreado_parcial
15.86,82,793.25,24.93,45.49,82.1,12.3,361.71,6.946,2483.57,normal
8.98,72,601.35,18.28,36.17,23.45,1.09,367.98,5.532,2040.48,normal
7.91,310,387.14,24.66,34.14,29.55,1.17,370.38,3.489,1303.49,normal
6.2,254,56.63,24.7,24.67,25.77,13.72,379.19,0.572,183.39,suciedad
10.91,162,1000.0,25.96,60.82,79.02,0.43,346.08,8.543,2944.83,normal
14.26,327,865.21,28.97,56.91,20.74,4.29,353.75,7.419,2608.23,normal
11.49,38,848.6,18.77,46.71,80.32,8.24,355.74,6.68,2361.48,suciedad
12.12,201,1000.0,35.13,66.25,51.59,2.15,341.46,2.325,798.06,falla_panel
18.66,200,313.52,26.47,37.41,20.28,0.01,369.08,2.818,1047.17,normal
10.88,255,873.93,29.36,54.02,48.12,1.41,351.37,7.703,2723.35,normal
13.2,179,1000.0,21.23,54.04,33.08,0.35,349.07,5.178,1794.68,sombreado_parcial
16.97,35,580.31,32.72,49.62,63.71,1.61,356.21,5.159,1830.93,normal
11.55,82,957.04,23.46,52.57,67.56,4.68,351.38,5.242,1830.4,sombreado_parcial
14.71,220,971.41,26.67,57.78,54.13,1.73,349.97,7.443,2637.43,suciedad
18.07,158,469.6,19.4,34.55,22.84,1.7,368.16,4.366,1590.21,normal
19.29,4,116.33,19.02,22.78,65.93,2.44,382.01,1.059,413.45,normal
8.06,167,473.68,29.13,41.89,78.94,2.61,362.42,3.948,1468.86,normal
18.97,204,243.06,22.34,30.08,70.42,5.82,377.4,0.829,337.32,sombreado_parcial
12.89,194,1000.0,19.88,52.57,78.1,1.11,356.95,8.49,3039.56,normal
9.62,235,773.94,21.14,44.53,34.04,5.17,360.73,6.779,2458.16,normal
12.43,206,1000.0,29.19,62.42,82.22,2.5,342.35,8.474,2900.9,normal
19.72,150,96.88,21.23,22.94,42.55,1.07,385.3,0.874,327.85,normal
12.9,159,1000.0,24.29,55.55,20.94,1.05,350.7,5.229,1835.85,sombreado_parcial
10.6,279,835.51,25.09,53.5,79.04,1.34,353.55,7.112,2522.66,normal
14.87,304,882.02,13.5,40.04,85.93,2.92,365.47,4.506,1644.07,sombreado_parcial
9.36,166,773.34,16.17,41.92,65.89,0.79,363.51,6.721,2440.22,normal
7.06,311,238.5,27.02,37.43,36.2,7.59,367.2,2.294,819.23,normal
7.8,68,421.32,20.58,34.0,37.62,2.57,367.67,3.297,1223.59,suciedad
7.79,88,388.49,31.34,42.69,52.66,7.58,366.73,2.657,976.42,suciedad
8.13,217,481.74,30.8,44.7,82.85,0.14,361.68,3.893,1378.06,suciedad
7.94,1,387.53,29.32,43.38,30.47,1.26,362.37,3.35,1235.92,normal
14.97,135,973.33,35.92,68.25,77.82,0.07,340.77,8.4,2868.61,normal
8.55,185,599.75,24.5,45.42,40.39,0.95,359.48,3.028,1105.02,sombreado_parcial
10.84,351,827.62,28.89,54.71,76.6,5.94,352.52,1.391,512.28,falla_panel
18.56,140,336.39,21.49,33.56,84.42,0.11,370.33,0.415,149.38,falla_panel
12.64,106,1000.0,39.71,70.89,49.92,1.72,335.71,6.465,2148.07,suciedad
15.35,133,936.5,36.9,64.84,45.55,0.38,343.32,8.162,2766.22,normal
8.41,108,534.62,25.07,43.46,76.16,1.62,363.01,4.015,1458.16,suciedad
8.69,178,586.15,27.32,48.09,57.06,5.48,357.41,0.943,328.13,falla_panel
6.57,298,109.09,33.16,35.03,67.91,2.93,371.93,0.981,354.88,normal
8.37,358,469.43,24.12,37.23,63.6,4.0,366.83,4.133,1519.77,normal
9.9,359,719.98,21.06,43.62,30.7,1.29,360.48,2.943,1037.8,sombreado_parcial
8.48,146,552.66,30.24,48.95,79.14,8.67,356.34,5.004,1785.98,normal
7.24,74,249.05,25.47,31.55,33.7,3.71,373.31,1.258,449.46,sombreado_parcial
7.69,108,387.74,26.1,38.56,85.26,1.64,366.46,0.734,275.61,falla_panel
12.45,122,1000.0,19.99,50.36,37.54,1.67,355.06,3.414,1232.75,falla_panel
8.89,17,541.49,14.69,32.67,71.37,7.53,374.52,1.033,407.3,falla_panel
11.1,196,958.64,26.42,55.18,39.93,2.58,354.34,8.102,2899.42,normal
13.05,327,937.74,30.43,60.89,42.24,3.68,345.64,8.04,2757.18,normal
15.67,318,743.52,23.65,46.64,41.7,1.62,360.62,3.882,1376.77,sombreado_parcial
6.55,297,149.35,33.62,36.88,72.35,0.76,367.24,1.292,487.72,normal
17.19,252,622.15,20.78,40.31,58.98,3.86,365.26,5.3,1955.38,normal
14.79,119,964.68,18.67,45.91,81.81,2.81,361.06,7.222,2621.68,suciedad
7.14,162,257.68,24.6,31.81,41.52,2.09,371.85,2.332,864.0,normal
18.23,198,417.59,24.5,38.06,68.44,2.93,369.09,3.57,1334.98,normal
18.89,45,230.0,29.62,34.15,72.71,0.7,369.85,2.147,783.73,normal
6.86,314,182.85,20.35,22.21,30.6,4.74,384.7,0.321,129.46,falla_panel
9.88,179,824.44,33.21,55.46,48.04,8.88,352.76,6.964,2437.66,normal
17.29,44,553.62,36.8,56.09,53.8,6.65,352.69,4.911,1720.13,normal
16.48,271,705.9,24.77,46.71,44.9,1.16,33.81,0.577,21.41,falla_inversor
8.58,78,539.07,32.5,48.55,42.55,1.56,361.5,4.475,1640.42,normal
8.93,326,542.76,18.66,37.04,68.05,4.96,369.58,4.713,1738.07,normal
11.19,178,1000.0,31.45,62.09,35.11,2.71,341.87,5.519,1889.86,sombreado_parcial
12.78,357,882.75,31.28,59.27,69.66,2.38,347.7,7.45,2568.35,normal
14.66,3,842.56,30.18,56.55,85.45,7.84,349.11,7.343,2556.87,normal
11.16,214,986.03,24.91,55.01,59.56,2.3,348.76,1.199,426.19,falla_panel
12.48,342,901.03,7.27,35.87,62.8,2.17,372.23,8.105,2985.49,normal
16.46,74,740.68,21.15,45.46,24.83,0.13,359.95,3.667,1327.84,sombreado_parcial
6.51,51,106.83,21.24,24.31,80.51,0.22,377.68,0.374,166.34,sombreado_parcial
9.53,67,716.78,19.13,40.84,39.98,0.02,363.66,6.367,2319.01,normal
15.99,332,715.32,25.73,47.57,63.05,7.33,363.09,3.942,1445.76,sombreado_parcial
18.53,93,325.71,22.49,29.22,88.54,1.57,378.73,2.954,1099.99,normal
13.16,176,1000.0,20.05,51.73,61.69,1.9,356.07,8.563,3069.29,normal
13.45,145,1000.0,18.65,48.08,70.73,5.6,359.33,5.177,1845.11,sombreado_parcial
7.5,7,304.54,20.71,31.17,51.17,2.82,372.33,2.878,1076.4,normal
